call_id,ticker,release_utc,call_datetime_et,tier
442354994,CME,2025-10-22T12:30:00,2025-10-22T08:30,earnings25_metadata
442355516,CB,2025-10-22T12:30:00,2025-10-22T08:30,earnings25_metadata
442355559,TMO,2025-10-22T12:30:00,2025-10-22T08:30,earnings25_metadata
442355648,WAB,2025-10-22T12:30:00,2025-10-22T08:30,earnings25_metadata
442356642,T,2025-10-22T12:30:00,2025-10-22T08:30,earnings25_metadata
442357293,HLT,2025-10-22T13:00:00,2025-10-22T09:00,earnings25_metadata
442357729,MCO,2025-10-22T13:00:00,2025-10-22T09:00,earnings25_metadata
442357804,NTRS,2025-10-22T13:00:00,2025-10-22T09:00,earnings25_metadata
442359691,LII,2025-10-22T13:30:00,2025-10-22T09:30,earnings25_metadata
442362693,EQT,2025-10-22T14:00:00,2025-10-22T10:00,earnings25_metadata
442365113,TDY,2025-10-22T15:00:00,2025-10-22T11:00,earnings25_metadata
442365214,AVY,2025-10-22T15:00:00,2025-10-22T11:00,earnings25_metadata
442372040,APH,2025-10-22T17:00:00,2025-10-22T13:00,earnings25_metadata
442382024,CCI,2025-10-22T20:30:00,2025-10-22T16:30,earnings25_metadata
442382333,LVS,2025-10-22T20:30:00,2025-10-22T16:30,earnings25_metadata
442382381,KMI,2025-10-22T20:30:00,2025-10-22T16:30,earnings25_metadata
442383612,LRCX,2025-10-22T21:00:00,2025-10-22T17:00,earnings25_metadata
442383712,RJF,2025-10-22T21:00:00,2025-10-22T17:00,earnings25_metadata
442384253,IBM,2025-10-22T21:00:00,2025-10-22T17:00,earnings25_metadata
442385006,TSLA,2025-10-22T21:30:00,2025-10-22T17:30,earnings25_metadata
442422860,CNP,2025-10-23T12:00:00,2025-10-23T08:00,earnings25_metadata
442422984,TXT,2025-10-23T12:00:00,2025-10-23T08:00,earnings25_metadata
442423347,ALLE,2025-10-23T12:00:00,2025-10-23T08:00,earnings25_metadata
442424958,DOW,2025-10-23T12:00:00,2025-10-23T08:00,earnings25_metadata
442425250,WST,2025-10-23T12:00:00,2025-10-23T08:00,earnings25_metadata
442425254,TMUS,2025-10-23T12:00:00,2025-10-23T08:00,earnings25_metadata
442425362,MOH,2025-10-23T12:00:00,2025-10-23T08:00,earnings25_metadata
442426079,ROP,2025-10-23T12:00:00,2025-10-23T08:00,earnings25_metadata
442426734,HAS,2025-10-23T12:30:00,2025-10-23T08:30,earnings25_metadata
442426759,CBRE,2025-10-23T12:30:00,2025-10-23T08:30,earnings25_metadata
442428414,HON,2025-10-23T12:30:00,2025-10-23T08:30,earnings25_metadata
442428582,URI,2025-10-23T12:30:00,2025-10-23T08:30,earnings25_metadata
442428701,FE,2025-10-23T13:00:00,2025-10-23T09:00,earnings25_metadata
442428924,PKG,2025-10-23T13:00:00,2025-10-23T09:00,earnings25_metadata
442429614,UNP,2025-10-23T12:45:00,2025-10-23T08:45,earnings25_metadata
442429618,DOV,2025-10-23T13:30:00,2025-10-23T09:30,earnings25_metadata
442429851,BX,2025-10-23T13:00:00,2025-10-23T09:00,earnings25_metadata
442433195,VLO,2025-10-23T14:00:00,2025-10-23T10:00,earnings25_metadata
442434693,LUV,2025-10-23T14:00:00,2025-10-23T10:00,earnings25_metadata
442436357,PCG,2025-10-23T15:00:00,2025-10-23T11:00,earnings25_metadata
442438190,ORLY,2025-10-23T15:00:00,2025-10-23T11:00,earnings25_metadata
442438255,POOL,2025-10-23T15:00:00,2025-10-23T11:00,earnings25_metadata
442439317,GL,2025-10-23T15:00:00,2025-10-23T11:00,earnings25_metadata
442453227,VRSN,2025-10-23T20:30:00,2025-10-23T16:30,earnings25_metadata
442454175,NSC,2025-10-23T20:30:00,2025-10-23T16:30,earnings25_metadata
442454180,DECK,2025-10-23T20:30:00,2025-10-23T16:30,earnings25_metadata
442454997,F,2025-10-23T21:00:00,2025-10-23T17:00,earnings25_metadata
442455010,INTC,2025-10-23T21:00:00,2025-10-23T17:00,earnings25_metadata
442455187,DLR,2025-10-23T21:00:00,2025-10-23T17:00,earnings25_metadata
442455618,NEM,2025-10-23T21:30:00,2025-10-23T17:30,earnings25_metadata
442493488,PG,2025-10-24T12:30:00,2025-10-24T08:30,earnings25_metadata
442494446,GD,2025-10-24T13:00:00,2025-10-24T09:00,earnings25_metadata
442497368,BKR,2025-10-24T13:30:00,2025-10-24T09:30,earnings25_metadata
442499140,HCA,2025-10-24T14:00:00,2025-10-24T10:00,earnings25_metadata
442499460,ITW,2025-10-24T14:00:00,2025-10-24T10:00,earnings25_metadata
442500245,DOC,2025-10-24T14:00:00,2025-10-24T10:00,earnings25_metadata
442502254,,2025-10-24T15:00:00,2025-10-24T11:00,earnings25_metadata
442567155,,2025-10-24T04:30:00,2025-10-24T00:30,earnings25_metadata
442574566,RVTY,2025-10-27T12:00:00,2025-10-27T08:00,earnings25_metadata
442608025,FFIV,2025-10-27T20:30:00,2025-10-27T16:30,earnings25_metadata
442608842,CDNS,2025-10-27T21:00:00,2025-10-27T17:00,earnings25_metadata
442651946,CARR,2025-10-28T11:30:00,2025-10-28T07:30,earnings25_metadata
442654416,EG,2025-10-28T12:00:00,2025-10-28T08:00,earnings25_metadata
442654439,NXPI,2025-10-28T12:00:00,2025-10-28T08:00,earnings25_metadata
442654600,INCY,2025-10-28T12:00:00,2025-10-28T08:00,earnings25_metadata
442654623,UNH,2025-10-28T12:00:00,2025-10-28T08:00,earnings25_metadata
442654925,PYPL,2025-10-28T12:00:00,2025-10-28T08:00,earnings25_metadata
442655128,BRO,2025-10-28T12:00:00,2025-10-28T08:00,earnings25_metadata
442656193,AMT,2025-10-28T12:30:00,2025-10-28T08:30,earnings25_metadata
442656508,ZBRA,2025-10-28T12:30:00,2025-10-28T08:30,earnings25_metadata
442656682,DHI,2025-10-28T12:30:00,2025-10-28T08:30,earnings25_metadata
442656752,UPS,2025-10-28T12:30:00,2025-10-28T08:30,earnings25_metadata
442656851,GLW,2025-10-28T12:30:00,2025-10-28T08:30,earnings25_metadata
442657197,REGN,2025-10-28T12:30:00,2025-10-28T08:30,earnings25_metadata
442657466,XYL,2025-10-28T13:00:00,2025-10-28T09:00,earnings25_metadata
442657853,LH,2025-10-28T13:00:00,2025-10-28T09:00,earnings25_metadata
442658026,IQV,2025-10-28T13:00:00,2025-10-28T09:00,earnings25_metadata
442658327,UHS,2025-10-28T13:00:00,2025-10-28T09:00,earnings25_metadata
442658892,IVZ,2025-10-28T13:00:00,2025-10-28T09:00,earnings25_metadata
442659068,NEE,2025-10-28T13:00:00,2025-10-28T09:00,earnings25_metadata
442659690,HIG,2025-10-28T13:00:00,2025-10-28T09:00,earnings25_metadata
442659699,WELL,2025-10-28T13:00:00,2025-10-28T09:00,earnings25_metadata
442663562,AOS,2025-10-28T14:00:00,2025-10-28T10:00,earnings25_metadata
442664548,NUE,2025-10-28T14:00:00,2025-10-28T10:00,earnings25_metadata
442664800,SHW,2025-10-28T14:00:00,2025-10-28T10:00,earnings25_metadata
442665204,HUBB,2025-10-28T14:00:00,2025-10-28T10:00,earnings25_metadata
442665280,PFG,2025-10-28T14:00:00,2025-10-28T10:00,earnings25_metadata
442665288,ACGL,2025-10-28T14:00:00,2025-10-28T10:00,earnings25_metadata
442665621,SYY,2025-10-28T14:00:00,2025-10-28T10:00,earnings25_metadata
442666405,WM,2025-10-28T14:00:00,2025-10-28T10:00,earnings25_metadata
442668774,CINF,2025-10-28T15:00:00,2025-10-28T11:00,earnings25_metadata
442670214,MSCI,2025-10-28T15:00:00,2025-10-28T11:00,earnings25_metadata
442677423,ECL,2025-10-28T17:00:00,2025-10-28T13:00,earnings25_metadata
442681663,ARE,2025-10-28T18:00:00,2025-10-28T14:00,earnings25_metadata
442693967,EIX,2025-10-28T20:30:00,2025-10-28T16:30,earnings25_metadata
442696066,BKNG,2025-10-28T20:30:00,2025-10-28T16:30,earnings25_metadata
442701632,MDLZ,2025-10-28T21:00:00,2025-10-28T17:00,earnings25_metadata
442704217,STX,2025-10-28T21:00:00,2025-10-28T17:00,earnings25_metadata
442705806,V,2025-10-28T21:00:00,2025-10-28T17:00,earnings25_metadata
442708634,CSGP,2025-10-28T21:00:00,2025-10-28T17:00,earnings25_metadata
442915423,SW,2025-10-29T11:30:00,2025-10-29T07:30,earnings25_metadata
442917062,CVS,2025-10-29T12:00:00,2025-10-29T08:00,earnings25_metadata
442917449,MAS,2025-10-29T12:00:00,2025-10-29T08:00,earnings25_metadata
442917978,PPG,2025-10-29T12:00:00,2025-10-29T08:00,earnings25_metadata
442918559,,2025-10-29T12:00:00,2025-10-29T08:00,earnings25_metadata
442918811,TEL,2025-10-29T12:30:00,2025-10-29T08:30,earnings25_metadata
442919233,ADP,2025-10-29T12:30:00,2025-10-29T08:30,earnings25_metadata
442919557,VRSK,2025-10-29T12:30:00,2025-10-29T08:30,earnings25_metadata
442919591,VLTO,2025-10-29T12:30:00,2025-10-29T08:30,earnings25_metadata
442919668,,2025-10-29T13:00:00,2025-10-29T09:00,earnings25_metadata
442919687,VZ,2025-10-29T12:30:00,2025-10-29T08:30,earnings25_metadata
442919753,CTSH,2025-10-29T12:30:00,2025-10-29T08:30,earnings25_metadata
442919761,OTIS,2025-10-29T12:30:00,2025-10-29T08:30,earnings25_metadata
442919806,TER,2025-10-29T12:30:00,2025-10-29T08:30,earnings25_metadata
442920086,GEHC,2025-10-29T12:30:00,2025-10-29T08:30,earnings25_metadata
442921197,EXE,2025-10-29T13:00:00,2025-10-29T09:00,earnings25_metadata
442921833,KHC,2025-10-29T13:00:00,2025-10-29T09:00,earnings25_metadata
442922200,IEX,2025-10-29T13:00:00,2025-10-29T09:00,earnings25_metadata
442922567,CNC,2025-10-29T13:00:00,2025-10-29T09:00,earnings25_metadata
442927650,GRMN,2025-10-29T14:30:00,2025-10-29T10:30,earnings25_metadata
442928239,ODFL,2025-10-29T14:00:00,2025-10-29T10:00,earnings25_metadata
442928262,BXP,2025-10-29T14:00:00,2025-10-29T10:00,earnings25_metadata
442928406,GNRC,2025-10-29T14:00:00,2025-10-29T10:00,earnings25_metadata
442929366,BA,2025-10-29T14:30:00,2025-10-29T10:30,earnings25_metadata
442930819,OKE,2025-10-29T15:00:00,2025-10-29T11:00,earnings25_metadata
442931393,REG,2025-10-29T15:00:00,2025-10-29T11:00,earnings25_metadata
442931445,,2025-10-29T15:00:00,2025-10-29T11:00,earnings25_metadata
442931690,ETR,2025-10-29T15:00:00,2025-10-29T11:00,earnings25_metadata
442932100,NI,2025-10-29T15:00:00,2025-10-29T11:00,earnings25_metadata
442933004,CAT,2025-10-29T12:30:00,2025-10-29T08:30,earnings25_metadata
442933194,EQR,2025-10-29T15:00:00,2025-10-29T11:00,earnings25_metadata
442935165,PSX,2025-10-29T16:00:00,2025-10-29T12:00,earnings25_metadata
442935453,FTV,2025-10-29T16:00:00,2025-10-29T12:00,earnings25_metadata
442938114,AEP,2025-10-29T13:00:00,2025-10-29T09:00,earnings25_metadata
442956987,SBUX,2025-10-29T20:15:00,2025-10-29T16:15,earnings25_metadata
442961795,ALGN,2025-10-29T20:30:00,2025-10-29T16:30,earnings25_metadata
442962768,META,2025-10-29T20:30:00,2025-10-29T16:30,earnings25_metadata
442963610,CMG,2025-10-29T20:30:00,2025-10-29T16:30,earnings25_metadata
442966069,DVA,2025-10-29T21:00:00,2025-10-29T17:00,earnings25_metadata
442967820,MGM,2025-10-29T21:00:00,2025-10-29T17:00,earnings25_metadata
442970974,KLAC,2025-10-29T21:00:00,2025-10-29T17:00,earnings25_metadata
442973020,NOW,2025-10-29T21:00:00,2025-10-29T17:00,earnings25_metadata
442976392,GOOGL,2025-10-29T21:30:00,2025-10-29T17:30,earnings25_metadata
442977512,MSFT,2025-10-29T21:30:00,2025-10-29T17:30,earnings25_metadata
442978823,EQIX,2025-10-29T21:30:00,2025-10-29T17:30,earnings25_metadata
442978858,,2025-10-29T21:30:00,2025-10-29T17:30,earnings25_metadata
442980128,EBAY,2025-10-29T21:30:00,2025-10-29T17:30,earnings25_metadata
442982074,CHRW,2025-10-29T21:30:00,2025-10-29T17:30,earnings25_metadata
443164704,KMB,2025-10-30T12:00:00,2025-10-30T08:00,earnings25_metadata
443165346,FOXA,2025-10-30T12:00:00,2025-10-30T08:00,earnings25_metadata
443166939,BMY,2025-10-30T12:00:00,2025-10-30T08:00,earnings25_metadata
443167147,APTV,2025-10-30T12:00:00,2025-10-30T08:00,earnings25_metadata
443168064,CAH,2025-10-30T12:30:00,2025-10-30T08:30,earnings25_metadata
443168134,HSY,2025-10-30T12:30:00,2025-10-30T08:30,earnings25_metadata
443168306,DTE,2025-10-30T12:30:00,2025-10-30T08:30,earnings25_metadata
443168327,CMCSA,2025-10-30T12:30:00,2025-10-30T08:30,earnings25_metadata
443168345,ROL,2025-10-30T12:30:00,2025-10-30T08:30,earnings25_metadata
443168462,AME,2025-10-30T12:30:00,2025-10-30T08:30,earnings25_metadata
443168764,ICE,2025-10-30T12:30:00,2025-10-30T08:30,earnings25_metadata
443169231,CI,2025-10-30T12:30:00,2025-10-30T08:30,earnings25_metadata
443169238,BAX,2025-10-30T12:30:00,2025-10-30T08:30,earnings25_metadata
443169283,KIM,2025-10-30T12:30:00,2025-10-30T08:30,earnings25_metadata
443169695,BIIB,2025-10-30T12:29:00,2025-10-30T08:29,earnings25_metadata
443170609,HII,2025-10-30T13:00:00,2025-10-30T09:00,earnings25_metadata
443170994,SPGI,2025-10-30T12:30:00,2025-10-30T08:30,earnings25_metadata
443171161,MO,2025-10-30T13:00:00,2025-10-30T09:00,earnings25_metadata
443171303,AMP,2025-10-30T13:00:00,2025-10-30T09:00,earnings25_metadata
443172400,WTW,2025-10-30T13:00:00,2025-10-30T09:00,earnings25_metadata
443172429,PWR,2025-10-30T13:00:00,2025-10-30T09:00,earnings25_metadata
443172991,MA,2025-10-30T13:00:00,2025-10-30T09:00,earnings25_metadata
443173537,MRK,2025-10-30T13:00:00,2025-10-30T09:00,earnings25_metadata
443174603,BLDR,2025-10-30T13:00:00,2025-10-30T09:00,earnings25_metadata
443174763,CMS,2025-10-30T13:30:00,2025-10-30T09:30,earnings25_metadata
443176510,VMC,2025-10-30T14:00:00,2025-10-30T10:00,earnings25_metadata
443177771,XEL,2025-10-30T14:00:00,2025-10-30T10:00,earnings25_metadata
443178307,VTR,2025-10-30T14:00:00,2025-10-30T10:00,earnings25_metadata
443178364,IP,2025-10-30T14:00:00,2025-10-30T10:00,earnings25_metadata
443178368,MAA,2025-10-30T14:00:00,2025-10-30T10:00,earnings25_metadata
443178524,HWM,2025-10-30T14:00:00,2025-10-30T10:00,earnings25_metadata
443178554,LLY,2025-10-30T14:00:00,2025-10-30T10:00,earnings25_metadata
443178750,TYL,2025-10-30T14:00:00,2025-10-30T10:00,earnings25_metadata
443178934,TT,2025-10-30T14:00:00,2025-10-30T10:00,earnings25_metadata
443180918,EME,2025-10-30T14:30:00,2025-10-30T10:30,earnings25_metadata
443181258,LHX,2025-10-30T14:30:00,2025-10-30T10:30,earnings25_metadata
443182856,INVH,2025-10-30T15:00:00,2025-10-30T11:00,earnings25_metadata
443184295,PRU,2025-10-30T15:00:00,2025-10-30T11:00,earnings25_metadata
443187814,PSA,2025-10-30T16:00:00,2025-10-30T12:00,earnings25_metadata
443188899,UDR,2025-10-30T16:00:00,2025-10-30T12:00,earnings25_metadata
443192146,SO,2025-10-30T17:00:00,2025-10-30T13:00,earnings25_metadata
443192613,EXR,2025-10-30T17:00:00,2025-10-30T13:00,earnings25_metadata
443193309,AVB,2025-10-30T17:00:00,2025-10-30T13:00,earnings25_metadata
443196601,ESS,2025-10-30T18:00:00,2025-10-30T14:00,earnings25_metadata
443196718,WEC,2025-10-30T18:00:00,2025-10-30T14:00,earnings25_metadata
443204242,WDC,2025-10-30T20:30:00,2025-10-30T16:30,earnings25_metadata
443204291,SYK,2025-10-30T20:30:00,2025-10-30T16:30,earnings25_metadata
443204561,GILD,2025-10-30T20:30:00,2025-10-30T16:30,earnings25_metadata
443204686,FSLR,2025-10-30T20:30:00,2025-10-30T16:30,earnings25_metadata
443204808,RMD,2025-10-30T20:30:00,2025-10-30T16:30,earnings25_metadata
443204973,DXCM,2025-10-30T20:30:00,2025-10-30T16:30,earnings25_metadata
443205282,MPWR,2025-10-30T21:00:00,2025-10-30T17:00,earnings25_metadata
443205335,RSG,2025-10-30T21:00:00,2025-10-30T17:00,earnings25_metadata
443205341,AMZN,2025-10-30T21:00:00,2025-10-30T17:00,earnings25_metadata
443205645,AAPL,2025-10-30T21:00:00,2025-10-30T17:00,earnings25_metadata
443205748,GDDY,2025-10-30T21:00:00,2025-10-30T17:00,earnings25_metadata
443205754,MSI,2025-10-30T21:00:00,2025-10-30T17:00,earnings25_metadata
443206012,COIN,2025-10-30T21:30:00,2025-10-30T17:30,earnings25_metadata
443206563,AJG,2025-10-30T21:30:00,2025-10-30T17:30,earnings25_metadata
443248490,,2025-10-31T12:00:00,2025-10-31T08:00,earnings25_metadata
443248516,TROW,2025-10-31T12:00:00,2025-10-31T08:00,earnings25_metadata
443249242,IR,2025-10-31T12:00:00,2025-10-31T08:00,earnings25_metadata
443251812,CHTR,2025-10-31T12:30:00,2025-10-31T08:30,earnings25_metadata
443252063,AON,2025-10-31T12:30:00,2025-10-31T08:30,earnings25_metadata
443252089,CL,2025-10-31T12:30:00,2025-10-31T08:30,earnings25_metadata
443252113,,2025-10-31T13:00:00,2025-10-31T09:00,earnings25_metadata
443252703,CBOE,2025-10-31T12:30:00,2025-10-31T08:30,earnings25_metadata
443253619,FRT,2025-10-31T13:00:00,2025-10-31T09:00,earnings25_metadata
443254069,LIN,2025-10-31T13:00:00,2025-10-31T09:00,earnings25_metadata
443255038,ERIE,2025-10-31T14:00:00,2025-10-31T10:00,earnings25_metadata
443255366,ABBV,2025-10-31T13:00:00,2025-10-31T09:00,earnings25_metadata
443256014,XOM,2025-10-31T13:30:00,2025-10-31T09:30,earnings25_metadata
443257858,CHD,2025-10-31T14:00:00,2025-10-31T10:00,earnings25_metadata
443258318,WY,2025-10-31T14:00:00,2025-10-31T10:00,earnings25_metadata
443258641,VICI,2025-10-31T14:00:00,2025-10-31T10:00,earnings25_metadata
443261704,D,2025-10-31T15:00:00,2025-10-31T11:00,earnings25_metadata
443261857,CVX,2025-10-31T15:00:00,2025-10-31T11:00,earnings25_metadata
443262201,GWW,2025-10-31T15:00:00,2025-10-31T11:00,earnings25_metadata
443263046,LYB,2025-10-31T15:00:00,2025-10-31T11:00,earnings25_metadata
443331808,,2025-11-03T11:30:00,2025-11-03T06:30,earnings25_metadata
443339356,IDXX,2025-11-03T13:30:00,2025-11-03T08:30,earnings25_metadata
443339821,,2025-11-03T13:30:00,2025-11-03T08:30,earnings25_metadata
443340797,,2025-11-03T14:00:00,2025-11-03T09:00,earnings25_metadata
443341546,,2025-11-03T14:00:00,2025-11-03T09:00,earnings25_metadata
443341767,ON,2025-11-03T14:00:00,2025-11-03T09:00,earnings25_metadata
443348764,PNW,2025-11-03T16:00:00,2025-11-03T11:00,earnings25_metadata
443349930,PEG,2025-11-03T16:00:00,2025-11-03T11:00,earnings25_metadata
443373502,VRTX,2025-11-03T21:30:00,2025-11-03T16:30,earnings25_metadata
443375444,PLTR,2025-11-03T22:00:00,2025-11-03T17:00,earnings25_metadata
443377096,CLX,2025-11-03T22:00:00,2025-11-03T17:00,earnings25_metadata
443379434,O,2025-11-03T22:00:00,2025-11-03T17:00,earnings25_metadata
443379541,SPG,2025-11-03T22:00:00,2025-11-03T17:00,earnings25_metadata
443380032,SBAC,2025-11-03T22:00:00,2025-11-03T17:00,earnings25_metadata
443563511,UBER,2025-11-04T13:00:00,2025-11-04T08:00,earnings25_metadata
443565330,LDOS,2025-11-04T13:00:00,2025-11-04T08:00,earnings25_metadata
443565543,IT,2025-11-04T13:00:00,2025-11-04T08:00,earnings25_metadata
443565803,GPN,2025-11-04T13:00:00,2025-11-04T08:00,earnings25_metadata
443567324,YUM,2025-11-04T13:15:00,2025-11-04T08:15,earnings25_metadata
443567349,WAT,2025-11-04T13:00:00,2025-11-04T08:00,earnings25_metadata
443567605,NCLH,2025-11-04T13:00:00,2025-11-04T08:00,earnings25_metadata
443568049,HSIC,2025-11-04T13:00:00,2025-11-04T08:00,earnings25_metadata
443568115,SWK,2025-11-04T13:00:00,2025-11-04T08:00,earnings25_metadata
443570633,BR,2025-11-04T13:30:00,2025-11-04T08:30,earnings25_metadata
443570653,ZTS,2025-11-04T13:30:00,2025-11-04T08:30,earnings25_metadata
443570892,CDW,2025-11-04T13:30:00,2025-11-04T08:30,earnings25_metadata
443571196,MAR,2025-11-04T13:30:00,2025-11-04T08:30,earnings25_metadata
443572314,ADM,2025-11-04T13:30:00,2025-11-04T08:30,earnings25_metadata
443575148,TAP,2025-11-04T13:30:00,2025-11-04T08:30,earnings25_metadata
443575901,APO,2025-11-04T13:30:00,2025-11-04T08:30,earnings25_metadata
443576095,FANG,2025-11-04T14:00:00,2025-11-04T09:00,earnings25_metadata
443581475,PGR,2025-11-04T14:30:00,2025-11-04T09:30,earnings25_metadata
443582070,WMB,2025-11-04T14:30:00,2025-11-04T09:30,earnings25_metadata
443582468,EXC,2025-11-04T15:00:00,2025-11-04T10:00,earnings25_metadata
443583952,MLM,2025-11-04T15:00:00,2025-11-04T10:00,earnings25_metadata
443585204,,2025-11-04T15:00:00,2025-11-04T10:00,earnings25_metadata
